step,loss_function,target_value,elapsed_time
900,4.75031e-01,1.35721e-02,1041
1000,4.73627e-01,1.37090e-02,1043
0,5.14923e-01,1.38717e-02,1043
100,5.13379e-01,1.37503e-02,1046
200,5.11835e-01,1.36281e-02,1049
300,5.10310e-01,1.39825e-02,1052
400,5.08734e-01,1.47884e-02,1055
500,5.07170e-01,1.51575e-02,1057
600,5.05612e-01,1.59436e-02,1060
700,5.04081e-01,1.52772e-02,1063
800,5.02547e-01,1.63320e-02,1066
900,5.01018e-01,1.68630e-02,1069
1000,4.99521e-01,1.63922e-02,1071
0,4.49280e-01,1.64644e-02,1071
100,4.47943e-01,1.70664e-02,1074
200,4.46613e-01,1.62127e-02,1077
300,4.45269e-01,1.57742e-02,1080
400,4.43940e-01,1.47596e-02,1083
500,4.42609e-01,1.45200e-02,1085
600,4.41294e-01,1.43639e-02,1088
700,4.39977e-01,1.56965e-02,1091
800,4.38676e-01,1.52409e-02,1094
900,4.37367e-01,1.48543e-02,1097
1000,4.36084e-01,1.62881e-02,1100
0,4.28603e-01,1.64224e-02,1100
100,4.27322e-01,1.51503e-02,1103
200,4.26074e-01,1.66206e-02,1105
300,4.24814e-01,1.64928e-02,1108
400,4.23501e-01,1.51255e-02,1111
500,4.22245e-01,1.57635e-02,1114
600,4.20970e-01,1.49995e-02,1117
700,4.19748e-01,1.67703e-02,1120
800,4.18483e-01,1.68658e-02,1122
900,4.17258e-01,1.63516e-02,1125
1000,4.16013e-01,1.73540e-02,1128
0,4.41518e-01,1.69554e-02,1128
100,4.40173e-01,1.67466e-02,1131
200,4.38824e-01,1.79486e-02,1133
300,4.37494e-01,1.87560e-02,1136
400,4.36161e-01,1.72386e-02,1139
500,4.34857e-01,1.80925e-02,1142
600,4.33551e-01,1.83399e-02,1145
700,4.32263e-01,1.39920e-02,1147
800,4.31013e-01,1.69263e-02,1150
900,4.29724e-01,1.60484e-02,1153
1000,4.28437e-01,1.38830e-02,1156
0,4.30556e-01,1.58033e-02,1156
100,4.29273e-01,1.52042e-02,1159
200,4.27983e-01,1.46410e-02,1162
300,4.26684e-01,1.70016e-02,1164
400,4.25416e-01,1.62751e-02,1167
500,4.24143e-01,1.63939e-02,1170
600,4.22843e-01,1.50759e-02,1173
700,4.21591e-01,1.56115e-02,1176
800,4.20321e-01,1.51929e-02,1178
900,4.19081e-01,1.48660e-02,1181
1000,4.17822e-01,1.43039e-02,1184
0,4.56262e-01,1.49940e-02,1184
100,4.54918e-01,1.65635e-02,1187
200,4.53518e-01,1.59241e-02,1190
300,4.52180e-01,1.65211e-02,1193
400,4.50830e-01,1.61155e-02,1196
500,4.49492e-01,1.58481e-02,1198
600,4.48139e-01,1.81790e-02,1201
700,4.46795e-01,1.62500e-02,1204
800,4.45444e-01,1.57694e-02,1207
900,4.44062e-01,1.77496e-02,1209
1000,4.42768e-01,1.59951e-02,1212
0,3.80363e-01,1.64993e-02,1212
100,3.79267e-01,1.66505e-02,1215
200,3.78147e-01,1.81631e-02,1218
300,3.77029e-01,1.71194e-02,1221
400,3.75906e-01,1.77253e-02,1224
500,3.74756e-01,1.87923e-02,1226
600,3.73678e-01,1.78209e-02,1229
700,3.72530e-01,1.78930e-02,1232
800,3.71409e-01,1.66326e-02,1235
900,3.70305e-01,1.86446e-02,1238
1000,3.69198e-01,1.84551e-02,1241
0,4.03242e-01,1.55983e-02,1241
100,4.02021e-01,1.80020e-02,1243
200,4.00788e-01,1.90411e-02,1246
300,3.99590e-01,1.84648e-02,1249
400,3.98405e-01,1.61758e-02,1252
500,3.97195e-01,1.82342e-02,1255
600,3.96013e-01,1.92748e-02,1258
700,3.94846e-01,1.78990e-02,1260
800,3.93648e-01,1.79738e-02,1263
900,3.92471e-01,2.01988e-02,1266
1000,3.91287e-01,1.88517e-02,1269
0,3.51011e-01,1.73077e-02,1269
100,3.49981e-01,1.74267e-02,1272
200,3.48924e-01,1.74682e-02,1275
300,3.47876e-01,1.84675e-02,1277
400,3.46831e-01,1.94419e-02,1280
500,3.45814e-01,2.23908e-02,1283
600,3.44766e-01,2.02675e-02,1286
700,3.43713e-01,1.93249e-02,1289
800,3.42683e-01,2.01596e-02,1291
900,3.41674e-01,1.78415e-02,1294
1000,3.40632e-01,2.34247e-02,1297
0,3.52198e-01,2.12238e-02,1297
100,3.51136e-01,1.90372e-02,1299
200,3.50072e-01,1.90617e-02,1302
300,3.49046e-01,2.22918e-02,1305
400,3.47995e-01,1.85091e-02,1308
500,3.46955e-01,1.84646e-02,1311
600,3.45923e-01,1.88575e-02,1313
700,3.44868e-01,2.04245e-02,1316
800,3.43825e-01,2.36608e-02,1319
900,3.42796e-01,1.95650e-02,1322
1000,3.41766e-01,2.48364e-02,1325
0,3.73353e-01,2.14371e-02,1325
100,3.72199e-01,2.12805e-02,1328
200,3.71065e-01,2.10477e-02,1331
300,3.69963e-01,2.11514e-02,1334
400,3.68846e-01,2.07330e-02,1337
500,3.67721e-01,2.10192e-02,1340
600,3.66622e-01,2.13040e-02,1343
700,3.65540e-01,2.14216e-02,1346
800,3.64435e-01,2.12538e-02,1348
900,3.63337e-01,2.14971e-02,1351
1000,3.62241e-01,2.14628e-02,1354
